id,name,img,card_text,flavor_text,type,class,rarity,set,race,raw_attributes,is_battlecry_card,is_divineshield_card,is_rush_card,is_deathrattle_card,is_taunt_card,is_combo_card,is_inspire_card,is_stealth_card,is_charge_card,is_overload_card,is_lifesteal_card,is_freeze_card,is_discover_card,is_windfury_card,is_echo_card,is_secret_card,cost,attack,health
35188,Princess Huhuran,https://cards.hearthpwn.com/enUS/OG_309.png?142295,Battlecry: Trigger a friendly minion's Deathrattle.,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",minion, hunter,legendary,whispers of the old gods,beast,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,6,5
35216,Psych-o-Tron,https://cards.hearthpwn.com/enUS/OG_145.png?142295,TauntDivine Shield,"""Annoyinger-o-Tron"" was just too unwieldy. And accurate.",minion,,common,whispers of the old gods,mechanical,"{Taunt,""Divine Shield""}",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,3,4
12280,Quartermaster,https://cards.hearthpwn.com/enUS/GVG_060.png?142295,Battlecry: Give your Silver Hand Recruits +2/+2.,His specialty? Dividing things into four pieces.,minion, paladin,epic,goblins vs gnomes,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,5
1004187,Queen Azshara,https://cards.hearthpwn.com/enUS/TSC_641.png?142295,"Battlecry: If you've cast three spells while holding this, choose an Ancient Relic.@ ({0} left!)@ (Ready!)","Hobbies include: Ordering subjects around, making deals with old gods, and taking long walks under the beach.",minion,,legendary,voyage to the sunken city,naga,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
22344,Ram Wrangler,https://cards.hearthpwn.com/enUS/AT_010.png?142295,"Battlecry: If you have a Beast, summon arandom Beast.",Not getting trampled is really the trick here.,minion, hunter,rare,the grand tournament,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
22367,Recruiter,https://cards.hearthpwn.com/enUS/AT_113.png?142295,Inspire: Add a 2/2 Squire to your hand.,Join the Argent Crusade! We have attractive tabards and you get to carry really nice swords!,minion,,epic,the grand tournament,,{Inspire:},False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,5,4
49762,Red Mana Wyrm,https://cards.hearthpwn.com/enUS/CFM_060.png?142295,"Whenever you cast a spell, gain +2 Attack.","It has double the Attack. ""Go on."" And double the Health. ""Yes??"" And its trigger has twice the effect. ""WHAT???"" And it costs… Five times more.",minion,,common,mean streets of gadgetzan,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,6
388940,Ringmaster Whatley,https://cards.hearthpwn.com/enUS/DMF_525.png?142295,"Battlecry: Draw a Mech, Dragon, and Pirate.",His main qualification is that he'll work with anyone. Or anything.,minion, warrior,legendary,darkmoon faire,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,5
89347,Rotten Applebaum,https://cards.hearthpwn.com/enUS/GIL_667.png?142295,TauntDeathrattle: Restore 4 Health to your hero.,Key ingredient in Gilnean applesauce.,minion,,common,the witchwood,,"{Taunt,Deathrattle:}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,4,5
210791,Ruststeed Raider,https://cards.hearthpwn.com/enUS/BT_720.png?142295,"Taunt, RushBattlecry: Gain +4 Attack this turn.",Three-time winner (and sole survivor) of the Crashes of Outland motocross!,minion,,common,ashes of outland,,"{Taunt,Rush,Battlecry:}",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,5,1,8
12263,Salty Dog,https://cards.hearthpwn.com/enUS/GVG_070.png?142295,,"He's recently recovered from being a ""scurvy dog.""",minion,,common,goblins vs gnomes,pirate,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,7,4
90809,Sandhoof Waterbearer,https://cards.hearthpwn.com/enUS/ULD_270.png?142295,"At the end of your turn, restore 5 Health to a damaged friendly character.",Used to carrying for his team.,minion, priest,common,saviors of uldum,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
210796,Scrap Golem,https://cards.hearthpwn.com/enUS/BT_249.png?142295,Taunt. Deathrattle: Gain Armor equal to this minion's Attack.,"Abuse, reuse, recycle.",minion, warrior,rare,ashes of outland,mechanical,"{Taunt,Deathrattle}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,4,5
89887,Seaforium Bomber,https://cards.hearthpwn.com/enUS/BOT_511.png?142295,"Battlecry: Shuffle a Bombinto your opponent's deck.When drawn, it explodesfor 5 damage.","Dress for the bomb you want, not the bomb you have.",minion,,epic,the boomsday project,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
22305,Shado-Pan Rider,https://cards.hearthpwn.com/enUS/AT_028.png?142295,Combo: Gain +3 Attack.,"He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.",minion, rogue,common,the grand tournament,,{Combo:},False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,3,7
22318,Mukla's Champion,https://cards.hearthpwn.com/enUS/AT_090.png?142295,Inspire: Give your other minions +1/+1.,"An elegant gorilla, for a more civilized age.",minion,,common,the grand tournament,beast,{Inspire:},False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,4,3
22264,Nexus-Champion Saraad,https://cards.hearthpwn.com/enUS/AT_127.png?142295,Inspire: Add a random spell to your hand.,"The ethereals have their own jousting tournament, and Saraad is the reigning champion. Also he won the ethereal hot dog eating contest.",minion,,legendary,the grand tournament,,{Inspire:},False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,4,5
184,Nightblade,https://cards.hearthpwn.com/enUS/EX1_593.png?142295,Battlecry: Deal 3 damage to the enemy hero.,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",minion,,free,hall of fame,,"{""Battlecry: ""}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
90834,Oasis Surger,https://cards.hearthpwn.com/enUS/ULD_292.png?142295,RushChoose One - Gain +2/+2; or Summon a copy of this minion.,"Surge's up, dude!",minion, druid,common,saviors of uldum,elemental,"{Rush,""Choose One -""}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
42058,Onyx Bishop,https://cards.hearthpwn.com/enUS/KAR_204.png?142295,Battlecry: Summon a friendly minion that died this game.,"B4 is a nice place to visit, but he wouldn't want to live there.",minion, priest,rare,one night in karazhan,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,4
22375,Pit Fighter,https://cards.hearthpwn.com/enUS/AT_101.png?142295,,What did the pits ever do to you?,minion,,common,the grand tournament,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,6
89443,Prince Liam,https://cards.hearthpwn.com/enUS/GIL_694.png?142295,Battlecry: Transform all1-Cost cards in your deck into Legendary minions.,"""I have a very particular set of skills. Skills that make me a nightmare for witches like you.""",minion, paladin,legendary,the witchwood,,"{Battlecry:,Legendary}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
89458,Quartz Elemental,https://cards.hearthpwn.com/enUS/GIL_156.png?142295,Can't attack while damaged.,"These elementals, along with feldspar and mica, are often taken for granite.",minion, priest,common,the witchwood,elemental,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,8
49702,Raza the Chained,https://cards.hearthpwn.com/enUS/CFM_020.png?142295," Battlecry: If your deck has no duplicates, your Hero Power costs (0) this game.","""Could you do me a favor and get the keys from Kazakus?""",minion, priest,legendary,mean streets of gadgetzan,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
89820,Reckless Experimenter,https://cards.hearthpwn.com/enUS/BOT_566.png?142295,"Deathrattle minions youplay cost (3) less, but dieat the end of the turn.",It's hard to call her reckless when it's clear she knows what she's doing.,minion, priest,epic,the boomsday project,,{Deathrattle},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,4,6
90663,Recurring Villain,https://cards.hearthpwn.com/enUS/DAL_749.png?142295,"Deathrattle: If this minion has 4 or more Attack, resummon it.",Mwahahaha! You'll never catch him this time!,minion,,rare,rise of shadows,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,3,6
184985,Rotnest Drake,https://cards.hearthpwn.com/enUS/YOD_036.png?142295,"Battlecry: If you're holdinga Dragon, destroy a randomenemy minion.","Clean your room, or I'm taking your favorite minion away!",minion, hunter,rare,galakrond's awakening,dragon,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,6,5
89929,Rusty Recycler,https://cards.hearthpwn.com/enUS/BOT_050.png?142295,TauntLifesteal,"Ironic. It could recycle others, but not itself.",minion,,common,the boomsday project,mechanical,"{Taunt,Lifesteal}",False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,5,2,6
184989,Scalelord,https://cards.hearthpwn.com/enUS/YOD_043.png?142295,Battlecry: Give your Murlocs Divine Shield.,"It's about what they have in common, not what makes them different.",minion, paladin,rare,galakrond's awakening,dragon,"{Battlecry:,""Divine Shield""}",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,6
49626,Second-Rate Bruiser,https://cards.hearthpwn.com/enUS/CFM_652.png?142295,TauntCosts (2) less if youropponent has at leastthree minions.,He'll be a first-rate bruiser once he gets used to his contacts.,minion,,rare,mean streets of gadgetzan,,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,4,5
55511,Servant of Kalimos,https://cards.hearthpwn.com/enUS/UNG_816.png?142295,"Battlecry: If you playedan Elemental last turn, Discover an Elemental.","He's doing his best, but his mom thinks that if he had just applied himself in school Kalimos would be working for HIM.",minion,,rare,journey to un'goro,elemental,"{Battlecry:,Discover}",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,4,5
33179,Servant of Yogg-Saron,https://cards.hearthpwn.com/enUS/OG_087.png?142295,Battlecry: Cast a random spell that costs (5) or less (targets chosen randomly).,Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.,minion, mage,rare,whispers of the old gods,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,4
463925,Shadow Hunter Vol'jin,https://cards.hearthpwn.com/enUS/BAR_080.png?142295,Battlecry: Choose a minion. Swap it with a random one in its owner's hand.,You wouldn’t see this swap-meet on the Zandalari Roadshow.,minion,,legendary,forged in the barrens,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,6
475134,Shieldmaiden,https://cards.hearthpwn.com/enUS/CORE_GVG_053.png?142295,Battlecry: Gain 5 Armor.,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,minion, warrior,rare,core (2022),,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
12275,Siege Engine,https://cards.hearthpwn.com/enUS/GVG_086.png?142295,"Whenever you gain Armor, give this minion +1 Attack.",Wintergrasp Keep's only weakness!,minion, warrior,rare,goblins vs gnomes,mechanical,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
648,Silver Hand Knight,https://cards.hearthpwn.com/enUS/CS2_151.png?142295,Battlecry: Summon a 2/2 Squire.,It's good to be a knight. Less so to be one's squire.,minion,,common,legacy,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
7749,Sludge Belcher,https://cards.hearthpwn.com/enUS/FP1_012.png?142295,TauntDeathrattle: Summon a 1/2 Slime with Taunt.,DO NOT GIVE HIM A ROOT BEER.,minion,,rare,curse of naxxramas,,"{TauntDeathrattle:,Taunt}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,3,5
7751,Spectral Knight,https://cards.hearthpwn.com/enUS/FP1_008.png?142295,Can't be targeted by spells or Hero Powers.,What do Faerie Dragons and Spectral Knights have in common? They both love pasta!,minion,,common,curse of naxxramas,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,6
627,Spiteful Smith,https://cards.hearthpwn.com/enUS/CS2_221.png?142295,Your weapon has +2 Attack while this is damaged.,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",minion,,common,legacy,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,6
7744,Stalagg,https://cards.hearthpwn.com/enUS/FP1_014.png?142295,"Deathrattle: If Feugen also died this game, summon Thaddius.","Stalagg want to write own flavor text. ""STALAGG AWESOME!""",minion,,legendary,curse of naxxramas,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,7,4
475197,Stranglethorn Tiger,https://cards.hearthpwn.com/enUS/CORE_EX1_028.png?142295,Stealth,The wonderful thing about tigers is tigers are wonderful things!,minion,,common,core (2022),beast,{Stealth},False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,5,5
49757,Streetwise Investigator,https://cards.hearthpwn.com/enUS/CFM_656.png?142295,Battlecry: Enemy minions lose Stealth.,"""Hmmmm… Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",minion,,common,mean streets of gadgetzan,,"{Battlecry:,Stealth}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,4,6
27239,Summoning Stone,https://cards.hearthpwn.com/enUS/LOE_086.png?142295,"Whenever you cast a spell, summon a random minion of the same Cost.",Sometimes it feels like it's always the same slackers that are waiting for a summon.,minion,,rare,the league of explorers,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,6
62855,Sunborne Val'kyr,https://cards.hearthpwn.com/enUS/ICC_028.png?142295,Battlecry: Give adjacent minions +2 Health.,"Bring valor to Odyn's halls, Champion!",minion,,common,knights of the frozen throne,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,4
55578,Tar Lurker,https://cards.hearthpwn.com/enUS/UNG_049.png?142295,TauntHas +3 Attack during your opponent's turn.,"Hi, Tar here. Long time lurking, first time taunting…",minion, warlock,common,journey to un'goro,elemental,{Taunt},False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,1,7
329961,Teacher's Pet,https://cards.hearthpwn.com/enUS/SCH_244.png?142295,TauntDeathrattle: Summon arandom 3-Cost Beast.,Really goes the extra mile to get the Hay+.,minion, druid,rare,scholomance academy,beast,"{Taunt,Deathrattle:}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,4,5
33180,Shadowcaster,https://cards.hearthpwn.com/enUS/OG_291.png?142295,Battlecry: Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).,"I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.",minion, rogue,epic,whispers of the old gods,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
90233,Sightless Ranger,https://cards.hearthpwn.com/enUS/TRL_020.png?142295,RushOverkill: Summon two 1/1 Bats.,An eye for sore sights.,minion,,common,rastakhan's rumble,,"{Rush,Overkill}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,4
62943,Skelemancer,https://cards.hearthpwn.com/enUS/ICC_019.png?142295,"Deathrattle: If it's your opponent's turn, summon an 8/8 Skeleton.","What do you mean there's no such thing as ""Skelemancy?"" But ""Dinomancy"" is ok?",minion,,common,knights of the frozen throne,,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,2,2
90245,Snapjaw Shellfighter,https://cards.hearthpwn.com/enUS/TRL_535.png?142295,"Whenever an adjacentminion takes damage, this minion takes it instead.","Nonono, the turtle is the Shellfighter.",minion,,epic,rastakhan's rumble,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,8
49687,Spiked Hogrider,https://cards.hearthpwn.com/enUS/CFM_688.png?142295,"Battlecry: If an enemy minion has Taunt, gain Charge.",Did you know the Hogchoppers compete every year at the Mirage Raceway? They do. It's a real group.,minion,,rare,mean streets of gadgetzan,quillboar,"{Battlecry:,Taunt,Charge}",True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,5,5,5
389,Stampeding Kodo,https://cards.hearthpwn.com/enUS/NEW1_041.png?142295,Battlecry: Destroy a random enemy minion with 2 or less Attack.,This Kodo is so big that he can stampede by himself.,minion,,rare,legacy,beast,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,5
329957,Steward of Scrolls,https://cards.hearthpwn.com/enUS/SCH_245.png?142295,Spell Damage +1Battlecry: Discover a spell.,"Oh dang it, I spilled ink elemental all over my essay!",minion,,common,scholomance academy,elemental,"{""Spell Damage +1"",Battlecry:,Discover}",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,4,4
325,Stormpike Commando,https://cards.hearthpwn.com/enUS/CS2_150.png?142295,Battlecry: Deal 2 damage.,The Stormpike Commandos are demolition experts. They also bake a mean cupcake.,minion,,free,hall of fame,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,2
151363,Stowaway,https://cards.hearthpwn.com/enUS/DRG_034.png?142295,"Battlecry: If there are cardsin your deck that didn't startthere, draw 2 of them.",Cut him a break. Even economy class tickets are pretty expensive these days.,minion, rogue,rare,descent of dragons,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
89889,Subject 9,https://cards.hearthpwn.com/enUS/BOT_573.png?142295,Battlecry: Draw 5 different Secrets from your deck.,The original clever girl.,minion,,legendary,the boomsday project,beast,"{Battlecry:,Secrets}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,4,4
474996,Taelan Fordring,https://cards.hearthpwn.com/enUS/CS3_024.png?142295,"Taunt, Divine ShieldDeathrattle: Draw yourhighest Cost minion.","After growing up with the Scarlet Crusade for most of his life, Taelan finally realized they were maybe not the nicest people.",minion,,legendary,core (2022),,"{""Taunt, Divine Shield"",Taunt,Deathrattle:}",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,3,3
475158,Temple Enforcer,https://cards.hearthpwn.com/enUS/CORE_EX1_623.png?142295,Battlecry: Give a friendly minion +3 Health.,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,minion, priest,common,removed from core,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,6
614779,The Rat King,https://cards.hearthpwn.com/enUS/SW_323.png?142295,Rush. Deathrattle: GoDormant. Revive after 5friendly minions die.,"""I'm the giant rat that makes all of da rules!""",minion, hunter,legendary,united in stormwind,beast,"{Rush,Deathrattle:,Dormant}",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
22271,Thunder Bluff Valiant,https://cards.hearthpwn.com/enUS/AT_049.png?142295,Inspire: Give your Totems +2 Attack.,"Allowing totems to attack is not cheating. I mean, there isn't anything in the rule books about it.",minion, shaman,rare,the grand tournament,,{Inspire:},False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,3,6
55484,Tol'vir Warden,https://cards.hearthpwn.com/enUS/UNG_913.png?142295,Battlecry: Draw two 1-Cost minions from your deck.,Ferocious in combat… and even more terrifying in pet battles.,minion, hunter,rare,journey to un'goro,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,5
329894,Totem Goliath,https://cards.hearthpwn.com/enUS/SCH_615.png?142295,Deathrattle: Summon all four basic Totems.Overload: (1),"It was an art project, and nobody knew when to stop.",minion, shaman,epic,scholomance academy,totem,"{Deathrattle:,Overload:}",False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5,5,5
22315,Tuskarr Jouster,https://cards.hearthpwn.com/enUS/AT_104.png?142295,"Battlecry: Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",Just could not be talked out of using his turtle for the joust...,minion, paladin,rare,the grand tournament,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
329983,Twilight Runner,https://cards.hearthpwn.com/enUS/SCH_616.png?142295,"StealthWhenever this attacks, draw 2 cards.",Every morning you find two dead cards at your doorstep.,minion, druid,rare,scholomance academy,beast,{Stealth},False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,5,4
35242,Usher of Souls,https://cards.hearthpwn.com/enUS/OG_302.png?142295,"Whenever a friendly minion dies, give your C'Thun +1/+1(wherever it is).",Nothing unburdens your soul like a good ushing!,minion, warlock,common,whispers of the old gods,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,6
329909,Vectus,https://cards.hearthpwn.com/enUS/SCH_162.png?142295,Battlecry: Summon two1/1 Whelps. Each gains aDeathrattle from your minionsthat died this game.,Don’t let that dark magic worry you. He’ll ensure they hatch without a scratch.,minion,,legendary,scholomance academy,,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
62953,Venomancer,https://cards.hearthpwn.com/enUS/ICC_032.png?142295,Poisonous,Eight times the death of regular-mancers.,minion,,common,knights of the frozen throne,,{Poisonous},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,5
52583,Verdant Longneck,https://cards.hearthpwn.com/enUS/UNG_100.png?142295,Battlecry: Adapt.,Always sticking its neck into other people’s business.,minion, druid,common,journey to un'goro,beast,"{Battlecry:,Adapt}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,4
55490,Vilespine Slayer,https://cards.hearthpwn.com/enUS/UNG_064.png?142295,Combo: Destroy a minion.,"'Cause slayers gonna slay, slay, slay, slay, slay.",minion, rogue,epic,journey to un'goro,,{Combo:},False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,3,4
329925,Void Drinker,https://cards.hearthpwn.com/enUS/SCH_343.png?142295,Taunt. Battlecry: Destroya Soul Fragment in yourdeck to gain +3/+3.,It has no taste.,minion, warlock,epic,scholomance academy,demon,"{Taunt,Battlecry:}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,4,5
61826,Voodoo Hexxer,https://cards.hearthpwn.com/enUS/ICC_088.png?142295,TauntFreeze any character damaged by this minion.,"The Silver Hand recruits shuddered in terror when they saw the dreaded totem of the Hexxer: A tiny little snowman, impaled with pins.",minion, shaman,rare,knights of the frozen throne,,"{Taunt,Freeze}",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5,2,7
127292,Waxadred,https://cards.hearthpwn.com/enUS/DRG_036.png?142295,Deathrattle: Shuffle aCandle into your deck thatresummons Waxadredwhen drawn.,"Waxadred the dragon fought for his king, frolicking through the fields melting everything!",minion, rogue,legendary,descent of dragons,dragon,{Deathrattle:},False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,7,5
76921,Windshear Stormcaller,https://cards.hearthpwn.com/enUS/LOOT_518.png?142295,"Battlecry: If you control all 4 basic Totems, summon Al'Akir the Windlord.",Don't ever doubt Al'Akir's love for basic totems.,minion, shaman,epic,kobolds and catacombs,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
62863,Tomb Lurker,https://cards.hearthpwn.com/enUS/ICC_098.png?142295,Battlecry: Add a randomDeathrattle minion that diedthis game to your hand.,"She hangs out in all the tombs, but she rarely posts.",minion,,epic,knights of the frozen throne,,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,5,3
389017,Trampling Rhino,https://cards.hearthpwn.com/enUS/DMF_087.png?142295,"Rush. After this attacksand kills a minion, excess damage hits the enemy hero.","""Whew. I thought you said 'Trampoline Rhino.' Now that would have been scary.""",minion, hunter,rare,darkmoon faire,beast,{Rush},False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
90256,Treespeaker,https://cards.hearthpwn.com/enUS/TRL_341.png?142295,Battlecry: Transform your Treants into 5/5 Ancients.,"Honestly, his delivery is a little wooden.",minion, druid,epic,rastakhan's rumble,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
77015,Trogg Gloomeater,https://cards.hearthpwn.com/enUS/LOOT_315.png?142295,TauntPoisonous,"His breath smells like agony and despair, which is still better than most troggs.",minion,,common,kobolds and catacombs,,"{Taunt,Poisonous}",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,1,5
162,Tundra Rhino,https://cards.hearthpwn.com/enUS/DS1_178.png?142295,Your Beasts have Charge.,Tundra rhinos are often mistaken for kodos. Or am I mistaken?,minion, hunter,free,hall of fame,beast,{Charge},False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,2,5
35191,Twilight Darkmender,https://cards.hearthpwn.com/enUS/OG_096.png?142295,"Battlecry: If your C'Thun has at least 10 Attack, restore 10 Health to your hero.","First she separates them from the lights, washes them in cold water, and hang-dries.",minion, priest,rare,whispers of the old gods,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,6,5
12185,Upgraded Repair Bot,https://cards.hearthpwn.com/enUS/GVG_083.png?142295,Battlecry: Give a friendly Mech +4 Health.,"It's the same as the previous generation but they slapped the word ""upgraded"" on it to sell it for double.",minion, priest,rare,goblins vs gnomes,mechanical,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
31115,Validated Doomsayer,https://cards.hearthpwn.com/enUS/OG_200.png?142295,"At the start of your turn, set this minion's Attack to 7.",Really feels good about himself and is in a much better place now. But… he sure does miss piloting those shredders.,minion,,epic,whispers of the old gods,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,7
509,Venture Co. Mercenary,https://cards.hearthpwn.com/enUS/CS2_227.png?142295,Your minions cost (3) more.,No Job is too big. No fee is too big.,minion,,common,legacy,,{},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,7,6
89441,Vilebrood Skitterer,https://cards.hearthpwn.com/enUS/GIL_562.png?142295,PoisonousRush,"It aspires to be a Vilebrood Dancer, but it has eight left feet.",minion, hunter,common,the witchwood,beast,"{Poisonous,Rush}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,3
49721,Virmen Sensei,https://cards.hearthpwn.com/enUS/CFM_816.png?142295,Battlecry: Give a friendly Beast +2/+2.,There is no carrot.,minion, druid,rare,mean streets of gadgetzan,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,5
12296,Vol'jin,https://cards.hearthpwn.com/enUS/GVG_014.png?142295,Battlecry: Swap Health with another minion.,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",minion, priest,legendary,goblins vs gnomes,,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,6,2
89799,Wargear,https://cards.hearthpwn.com/enUS/BOT_563.png?142295,Magnetic,WAR! GEAR! What is it good for?,minion,,common,the boomsday project,mechanical,{Magnetic},False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
49726,White Eyes,https://cards.hearthpwn.com/enUS/CFM_324.png?142295,TauntDeathrattle: Shuffle'The Storm Guardian' into your deck.,My life for Aya!,minion, shaman,legendary,mean streets of gadgetzan,,"{Taunt,Deathrattle:}",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,5,5
89381,Witchwood Grizzly,https://cards.hearthpwn.com/enUS/GIL_623.png?142295,TauntBattlecry: Lose 1 Healthfor each card in youropponent's hand.,You know what they say about people with big hands? Small bears.,minion,,rare,the witchwood,beast,"{Taunt,Battlecry:}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5,3,12
