id,name,img,card_text,syn_minion,syn_spell,syn_weapon,syn_demon,syn_beast,syn_elemental,syn_pirate,syn_murloc,syn_mech,syn_dragon,syn_quillboar,syn_totem,syn_battlecry,syn_divine,syn_rush,syn_deathrattle,syn_taunt,syn_combo,syn_inspire,syn_stealth,syn_charge,syn_overload,syn_lifesteal,syn_freeze,syn_discover,syn_windfury,syn_echo,syn_secret,type,n_minion,n_spell,n_weapon,class,rarity,set,race,race_demon,race_beast,race_elemental,race_pirate,race_murloc,race_mech,race_dragon,race_quillboar,race_totem,raw_attributes,is_battlecry_card,is_divineshield_card,is_rush_card,is_deathrattle_card,is_taunt_card,is_combo_card,is_inspire_card,is_stealth_card,is_charge_card,is_overload_card,is_lifesteal_card,is_freeze_card,is_discover_card,is_windfury_card,is_echo_card,is_secret_card,cost,attack,health
89415,Countess Ashmore,https://cards.hearthpwn.com/enUS/GIL_578.png?142295,"Battlecry: Draw a Rush,Lifesteal, and Deathrattlecard from your deck.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,the witchwood,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Rush,Lifesteal,Deathrattle}",True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,7,6,6
475137,Arcanologist,https://cards.hearthpwn.com/enUS/CORE_UNG_020.png?142295,Battlecry: Draw a Secret.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,common,core (2022),,0,0,0,0,0,0,0,0,0,"{Battlecry:,Secret}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2,3
89874,Storm Chaser,https://cards.hearthpwn.com/enUS/BOT_291.png?142295,Battlecry: Draw a spell from your deck that costs (5) or more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,rare,the boomsday project,elemental,0,0,1,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4
76984,Cavern Shinyfinder,https://cards.hearthpwn.com/enUS/LOOT_033.png?142295,Battlecry: Draw a weapon from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, rogue,common,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,1
89464,Sandbinder,https://cards.hearthpwn.com/enUS/GIL_581.png?142295,Battlecry: Draw an Elemental from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,epic,the witchwood,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,4
89427,Witchwood Piper,https://cards.hearthpwn.com/enUS/GIL_584.png?142295,Battlecry: Draw the lowestCost minion from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,the witchwood,demon,1,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3
55484,Tol'vir Warden,https://cards.hearthpwn.com/enUS/UNG_913.png?142295,Battlecry: Draw two 1-Cost minions from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,rare,journey to un'goro,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,5
88,Coldlight Oracle,https://cards.hearthpwn.com/enUS/EX1_050.png?142295,Battlecry: Each player draws 2 cards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,legacy,murloc,0,0,0,0,1,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,2
49757,Streetwise Investigator,https://cards.hearthpwn.com/enUS/CFM_656.png?142295,Battlecry: Enemy minions lose Stealth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Stealth}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,4,6
339,Millhouse Manastorm,https://cards.hearthpwn.com/enUS/NEW1_029.png?142295,Battlecry: Enemy spells cost (0) next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,legacy,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,4
7746,Loatheb,https://cards.hearthpwn.com/enUS/FP1_030.png?142295,Battlecry: Enemy spells cost (5) more next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,curse of naxxramas,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
33132,N'Zoth's First Mate,https://cards.hearthpwn.com/enUS/OG_312.png?142295,Battlecry: Equip a 1/3 Rusty Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,1, warrior,common,whispers of the old gods,pirate,0,0,0,1,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
504,Arathi Weaponsmith,https://cards.hearthpwn.com/enUS/EX1_398.png?142295,Battlecry: Equip a 2/2 weapon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,1, warrior,common,legacy,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3
12183,Blingtron 3000,https://cards.hearthpwn.com/enUS/GVG_119.png?142295,Battlecry: Equip a random weapon for each player.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,1,,legendary,goblins vs gnomes,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,4
35207,Malkorok,https://cards.hearthpwn.com/enUS/OG_220.png?142295,Battlecry: Equip a random weapon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,1, warrior,legendary,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,6,5
42036,"Medivh, the Guardian",https://cards.hearthpwn.com/enUS/KAR_097.png?142295,"Battlecry: Equip Atiesh, Greatstaff of the Guardian.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,legendary,one night in karazhan,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,7,7
89884,Meteorologist,https://cards.hearthpwn.com/enUS/BOT_601.png?142295,"Battlecry: For each card in your hand, deal 1 damage to a random enemy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, mage,rare,the boomsday project,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3
76944,Drywhisker Armorer,https://cards.hearthpwn.com/enUS/LOOT_367.png?142295,"Battlecry: For each enemy minion, gain 2 Armor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,common,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2
33148,Cult Apothecary,https://cards.hearthpwn.com/enUS/OG_295.png?142295,"Battlecry: For each enemy minion, restore 2 Health to your hero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,whispers of the old gods,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
598,Frost Elemental,https://cards.hearthpwn.com/enUS/EX1_283.png?142295,Battlecry: Freeze a character.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,legacy,elemental,0,0,1,0,0,0,0,0,0,"{Battlecry:,Freeze}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,5,5
62874,Brrrloc,https://cards.hearthpwn.com/enUS/ICC_058.png?142295,Battlecry: Freeze an enemy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,common,knights of the frozen throne,murloc,0,0,0,0,1,0,0,0,0,"{Battlecry:,Freeze}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,2
55485,Glacial Shard,https://cards.hearthpwn.com/enUS/UNG_205.png?142295,Battlecry: Freeze an enemy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,journey to un'goro,elemental,0,0,1,0,0,0,0,0,0,"{Battlecry:,Freeze}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,1
62920,Hyldnir Frostrider,https://cards.hearthpwn.com/enUS/ICC_855.png?142295,Battlecry: Freeze your other minions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Freeze}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,4,4
89906,Nethersoul Buster,https://cards.hearthpwn.com/enUS/BOT_226.png?142295,Battlecry: Gain +1 Attack for each damage your hero has taken this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warlock,rare,the boomsday project,demon,1,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,5
35247,Midnight Drake,https://cards.hearthpwn.com/enUS/OG_320.png?142295,Battlecry: Gain +1 Attack for each other cardin your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,whispers of the old gods,dragon,0,0,0,0,0,0,1,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,4
1024954,Twilight Drake,https://cards.hearthpwn.com/enUS/CORE_EX1_043.png?142295,Battlecry: Gain +1 Health for each card in your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,core (2022),dragon,0,0,0,0,0,0,1,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,1
89946,Brainstormer,https://cards.hearthpwn.com/enUS/BOT_413.png?142295,Battlecry: Gain +1 Healthfor each spell in your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the boomsday project,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
62926,Death Revenant,https://cards.hearthpwn.com/enUS/ICC_450.png?142295,Battlecry: Gain +1/+1 for each damaged minion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,rare,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
475067,Draenei Totemcarver,https://cards.hearthpwn.com/enUS/CORE_AT_047.png?142295,Battlecry: Gain +1/+1 for each friendly Totem.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,rare,removed from core,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,5
62944,Wicked Skeleton,https://cards.hearthpwn.com/enUS/ICC_904.png?142295,Battlecry: Gain +1/+1 for each minion that died this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1
604,Frostwolf Warlord,https://cards.hearthpwn.com/enUS/CS2_226.png?142295,Battlecry: Gain +1/+1 for each other friendly minion on the battlefield.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,free,hall of fame,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
89844,Pogo-Hopper,https://cards.hearthpwn.com/enUS/BOT_283.png?142295,Battlecry: Gain +2/+2 foreach other Pogo-Hopperyou played this game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, rogue,rare,the boomsday project,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
14455,Fireguard Destroyer,https://cards.hearthpwn.com/enUS/BRM_012.png?142295,Battlecry: Gain 1-4 Attack. Overload: (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,common,blackrock mountain,elemental,0,0,1,0,0,0,0,0,0,"{Battlecry:,Overload:}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,3,6
475134,Shieldmaiden,https://cards.hearthpwn.com/enUS/CORE_GVG_053.png?142295,Battlecry: Gain 5 Armor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,rare,core (2022),,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
22303,Darnassus Aspirant,https://cards.hearthpwn.com/enUS/AT_038.png?142295,Battlecry: Gain an empty Mana Crystal.Deathrattle: Lose a Mana Crystal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, druid,rare,the grand tournament,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Deathrattle:}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
475168,Bloodsail Raider,https://cards.hearthpwn.com/enUS/CORE_NEW1_018.png?142295,Battlecry: Gain Attack equal to the Attackof your weapon.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,core (2022),pirate,0,0,0,1,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
62858,Phantom Freebooter,https://cards.hearthpwn.com/enUS/ICC_018.png?142295,Battlecry: Gain stats equal to your weapon's.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,knights of the frozen throne,pirate,0,0,0,1,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3
89899,Coppertail Imposter,https://cards.hearthpwn.com/enUS/BOT_562.png?142295,Battlecry: Gain Stealth until your next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the boomsday project,mechanical,0,0,0,0,0,1,0,0,0,"{Battlecry:,Stealth}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,4
61832,Corpsetaker,https://cards.hearthpwn.com/enUS/ICC_912.png?142295,"Battlecry: Gain Taunt if yourdeck has a Taunt minion.Repeat for Divine Shield,Lifesteal, Windfury.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,epic,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Taunt,Taunt,""Divine Shield"",Lifesteal,Windfury}",True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,4,3,3
76882,Seeping Oozeling,https://cards.hearthpwn.com/enUS/LOOT_520.png?142295,Battlecry: Gain the Deathrattle of a random minion in your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,rare,kobolds and catacombs,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,5,4
35246,Rallying Blade,https://cards.hearthpwn.com/enUS/OG_222.png?142295,Battlecry: Give +1/+1 to your minions with Divine Shield.,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,weapon,0,0,1, paladin,rare,whispers of the old gods,,0,0,0,0,0,0,0,0,0,"{Battlecry:,""Divine Shield""}",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
225,Houndmaster,https://cards.hearthpwn.com/enUS/DS1_070.png?142295,Battlecry: Give a friendly Beast +2/+2 and Taunt.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,free,hall of fame,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Taunt}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,4,3
49721,Virmen Sensei,https://cards.hearthpwn.com/enUS/CFM_816.png?142295,Battlecry: Give a friendly Beast +2/+2.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, druid,rare,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,5
22361,Wildwalker,https://cards.hearthpwn.com/enUS/AT_040.png?142295,Battlecry: Give a friendly Beast +3 Health.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, druid,common,the grand tournament,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4
22365,Stablemaster,https://cards.hearthpwn.com/enUS/AT_057.png?142295,Battlecry: Give a friendly Beast Immune this turn.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,epic,the grand tournament,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Immune}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,2
22294,Clockwork Knight,https://cards.hearthpwn.com/enUS/AT_096.png?142295,Battlecry: Give a friendly Mech +1/+1.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the grand tournament,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
89821,Faithful Lumi,https://cards.hearthpwn.com/enUS/BOT_079.png?142295,Battlecry: Give a friendly Mech +1/+1.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the boomsday project,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
12220,Screwjank Clunker,https://cards.hearthpwn.com/enUS/GVG_055.png?142295,Battlecry: Give a friendly Mech +2/+2.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,minion,1,0,0, warrior,rare,goblins vs gnomes,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,5
12185,Upgraded Repair Bot,https://cards.hearthpwn.com/enUS/GVG_083.png?142295,Battlecry: Give a friendly Mech +4 Health.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,minion,1,0,0, priest,rare,goblins vs gnomes,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,5
62948,Acherus Veteran,https://cards.hearthpwn.com/enUS/ICC_092.png?142295,Battlecry: Give a friendly minion +1 Attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1
434,Shattered Sun Cleric,https://cards.hearthpwn.com/enUS/EX1_019.png?142295,Battlecry: Give a friendly minion +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,free,hall of fame,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
62888,Fallen Sun Cleric,https://cards.hearthpwn.com/enUS/ICC_094.png?142295,Battlecry: Give a friendly minion +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1
22335,Lance Carrier,https://cards.hearthpwn.com/enUS/AT_084.png?142295,Battlecry: Give a friendly minion +2 Attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,the grand tournament,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2
49620,Kabal Talonpriest,https://cards.hearthpwn.com/enUS/CFM_626.png?142295,Battlecry: Give a friendly minion +3 Health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, priest,common,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4
475158,Temple Enforcer,https://cards.hearthpwn.com/enUS/CORE_EX1_623.png?142295,Battlecry: Give a friendly minion +3 Health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, priest,common,removed from core,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,6
61834,Bonemare,https://cards.hearthpwn.com/enUS/ICC_705.png?142295,Battlecry: Give a friendly minion +4/+4 and Taunt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Taunt}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7,5,5
475051,Argent Protector,https://cards.hearthpwn.com/enUS/CORE_EX1_362.png?142295,Battlecry: Give a friendly minion Divine Shield.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, paladin,common,core (2022),,0,0,0,0,0,0,0,0,0,"{Battlecry:,""Divine Shield""}",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
62892,Deathspeaker,https://cards.hearthpwn.com/enUS/ICC_467.png?142295,Battlecry: Give a friendly minion Immune this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Immune}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,4
62937,Tuskarr Fisherman,https://cards.hearthpwn.com/enUS/ICC_093.png?142295,Battlecry: Give a friendly minion Spell Damage +1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,""Spell Damage +1""}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
127,Master of Disguise,https://cards.hearthpwn.com/enUS/NEW1_014.png?142295,Battlecry: Give a friendly minion Stealth until your next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, rogue,rare,legacy,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Stealth}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,4
151,Windspeaker,https://cards.hearthpwn.com/enUS/EX1_587.png?142295,Battlecry: Give a friendly minion Windfury.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, shaman,free,hall of fame,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Windfury}",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,3,3
55574,Rockpool Hunter,https://cards.hearthpwn.com/enUS/UNG_073.png?142295,Battlecry: Give a friendly Murloc +1/+1.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,journey to un'goro,murloc,0,0,0,0,1,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
89854,Fireworks Tech,https://cards.hearthpwn.com/enUS/BOT_038.png?142295,"Battlecry: Give a friendlyMech +1/+1. If it hasDeathrattle, trigger it.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,rare,the boomsday project,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Deathrattle}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1
62866,Corpse Raiser,https://cards.hearthpwn.com/enUS/ICC_257.png?142295,"Battlecry: Give a friendlyminion ""Deathrattle: Resummon this minion.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,rare,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Deathrattle:}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,3,3
12197,Shrinkmeister,https://cards.hearthpwn.com/enUS/GVG_011.png?142295,Battlecry: Give a minion -2 Attack this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, priest,common,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
475162,Abusive Sergeant,https://cards.hearthpwn.com/enUS/CORE_CS2_188.png?142295,Battlecry: Give a minion +2 Attack this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,core (2022),,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
475186,Dark Iron Dwarf,https://cards.hearthpwn.com/enUS/CORE_EX1_046.png?142295,Battlecry: Give a minion +2 Attack this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,core (2022),,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,4
49660,Trogg Beastrager,https://cards.hearthpwn.com/enUS/CFM_338.png?142295,Battlecry: Give a random Beast in your hand +1/+1.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0, hunter,rare,mean streets of gadgetzan,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
42035,Zoobot,https://cards.hearthpwn.com/enUS/KAR_095.png?142295,"Battlecry: Give a random friendly Beast, Dragon, and Murloc +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,one night in karazhan,mechanical,0,0,0,0,0,1,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3
42055,Menagerie Magician,https://cards.hearthpwn.com/enUS/KAR_702.png?142295,"Battlecry: Give a random friendly Beast, Dragon, and Murloc +2/+2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minion,1,0,0,,common,one night in karazhan,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,4
12267,Glaivezooka,https://cards.hearthpwn.com/enUS/GVG_043.png?142295,Battlecry: Give a random friendly minion +1 Attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, hunter,common,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,{Battlecry:},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2
12228,Coghammer,https://cards.hearthpwn.com/enUS/GVG_059.png?142295,Battlecry: Give a random friendly minion Divine Shield and Taunt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon,0,0,1, paladin,epic,goblins vs gnomes,,0,0,0,0,0,0,0,0,0,"{Battlecry:,""Divine Shield"",Taunt}",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,2,3
62949,Deathaxe Punisher,https://cards.hearthpwn.com/enUS/ICC_810.png?142295,Battlecry: Give a random Lifesteal minion in your hand +2/+2.,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,minion,1,0,0,,epic,knights of the frozen throne,,0,0,0,0,0,0,0,0,0,"{Battlecry:,Lifesteal}",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,3,3
